Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,27.0
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50203,c2-b5-04_c2_1.0mMiptg-R3,F,TBD,,,,,1924,OD600,50515,c2-b5-04_c2_1.0mMiptg-R3,Optical Density,,2018-04-17 20:22:02.740890+00:00,hours,,5.79773
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50202,c2-b5-04_c2_1.0mMiptg-R2,F,TBD,,,,,1924,OD600,50514,c2-b5-04_c2_1.0mMiptg-R2,Optical Density,,2018-04-17 20:22:02.704213+00:00,hours,,5.44907
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50200,c2-b5-03_c2_1.0mMiptg-R3,F,TBD,,,,,1924,OD600,50512,c2-b5-03_c2_1.0mMiptg-R3,Optical Density,,2018-04-17 20:22:02.630181+00:00,hours,,5.14199
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50196,c2-b5-02_c2_1.0mMiptg-R2,F,TBD,,,,,1924,OD600,50508,c2-b5-02_c2_1.0mMiptg-R2,Optical Density,,2018-04-17 20:22:02.504851+00:00,hours,,5.31613
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50188,c2-b5-03_c2_0.5mMiptg-R3,F,TBD,,,,,1924,OD600,50500,c2-b5-03_c2_0.5mMiptg-R3,Optical Density,,2018-04-17 20:22:02.260675+00:00,hours,,4.96841
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50172,c2-b5-09_c2-R2,F,TBD,,,,,1924,OD600,50484,c2-b5-09_c2-R2,Optical Density,,2018-04-17 20:22:01.725092+00:00,hours,,4.15754
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50171,c2-b5-09_c2-R1,F,TBD,,,,,1924,OD600,50483,c2-b5-09_c2-R1,Optical Density,,2018-04-17 20:22:01.692088+00:00,hours,,3.95878
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50187,c2-b5-03_c2_0.5mMiptg-R2,F,TBD,,,,,1924,OD600,50499,c2-b5-03_c2_0.5mMiptg-R2,Optical Density,,2018-04-17 20:22:02.227713+00:00,hours,,4.996
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50170,c2-b5-07_c2-R3,F,TBD,,,,,1924,OD600,50482,c2-b5-07_c2-R3,Optical Density,,2018-04-17 20:22:01.660894+00:00,hours,,5.65864
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50169,c2-b5-07_c2-R2,F,TBD,,,,,1924,OD600,50481,c2-b5-07_c2-R2,Optical Density,,2018-04-17 20:22:01.626915+00:00,hours,,5.53167
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50195,c2-b5-02_c2_1.0mMiptg-R1,F,TBD,,,,,1924,OD600,50507,c2-b5-02_c2_1.0mMiptg-R1,Optical Density,,2018-04-17 20:22:02.481344+00:00,hours,,5.20837
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50186,c2-b5-03_c2_0.5mMiptg-R1,F,TBD,,,,,1924,OD600,50498,c2-b5-03_c2_0.5mMiptg-R1,Optical Density,,2018-04-17 20:22:02.193874+00:00,hours,,5.15262
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50168,c2-b5-07_c2-R1,F,TBD,,,,,1924,OD600,50480,c2-b5-07_c2-R1,Optical Density,,2018-04-17 20:22:01.568564+00:00,hours,,5.81862
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50167,c2-b5-03_c2-R3,F,TBD,,,,,1924,OD600,50479,c2-b5-03_c2-R3,Optical Density,,2018-04-17 20:22:01.493861+00:00,hours,,5.89581
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50185,c2-b5-02_c2_0.5mMiptg-R3,F,TBD,,,,,1924,OD600,50497,c2-b5-02_c2_0.5mMiptg-R3,Optical Density,,2018-04-17 20:22:02.163353+00:00,hours,,5.39575
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50166,c2-b5-03_c2-R2,F,TBD,,,,,1924,OD600,50478,c2-b5-03_c2-R2,Optical Density,,2018-04-17 20:22:01.456523+00:00,hours,,5.65846
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50165,c2-b5-03_c2-R1,F,TBD,,,,,1924,OD600,50477,c2-b5-03_c2-R1,Optical Density,,2018-04-17 20:22:01.408543+00:00,hours,,5.67878
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50199,c2-b5-03_c2_1.0mMiptg-R2,F,TBD,,,,,1924,OD600,50511,c2-b5-03_c2_1.0mMiptg-R2,Optical Density,,2018-04-17 20:22:02.580400+00:00,hours,,5.07114
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50194,c2-b5-01_c2_1.0mMiptg-R3,F,TBD,,,,,1924,OD600,50506,c2-b5-01_c2_1.0mMiptg-R3,Optical Density,,2018-04-17 20:22:02.446882+00:00,hours,,5.52141
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50184,c2-b5-02_c2_0.5mMiptg-R2,F,TBD,,,,,1924,OD600,50496,c2-b5-02_c2_0.5mMiptg-R2,Optical Density,,2018-04-17 20:22:02.131359+00:00,hours,,5.22216
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50164,c2-b5-11_c1-R3,F,JBEI-17785,,,,,1924,OD600,50476,c2-b5-11_c1-R3,Optical Density,,2018-04-17 20:22:01.380169+00:00,hours,,5.8257
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50163,c2-b5-11_c1-R2,F,JBEI-17785,,,,,1924,OD600,50475,c2-b5-11_c1-R2,Optical Density,,2018-04-17 20:22:01.350896+00:00,hours,,5.84658
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50183,c2-b5-02_c2_0.5mMiptg-R1,F,TBD,,,,,1924,OD600,50495,c2-b5-02_c2_0.5mMiptg-R1,Optical Density,,2018-04-17 20:22:02.092443+00:00,hours,,5.02136
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50162,c2-b5-11_c1-R1,F,JBEI-17785,,,,,1924,OD600,50474,c2-b5-11_c1-R1,Optical Density,,2018-04-17 20:22:01.320663+00:00,hours,,5.92154
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50161,c2-b5-9017-R3,F,JBEI-9017,,,,,1924,OD600,50473,c2-b5-9017-R3,Optical Density,,2018-04-17 20:22:01.292226+00:00,hours,,5.86224
